Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Estonia,General government net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: The forecast, which is cash-, not accrual-, based, incorporates the authorities? 2014 budget, adjusted for newly available information and for the staff?s macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.011,-0.039,0.128,0.025,-0.191,-0.015,-0.006,0.02,0.146,0.16,0.181,0.33,0.383,-0.479,-0.273,0.027,0.171,-0.049,-0.089,0.127,2013
Estonia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.414,-1.073,2.857,0.499,-3.548,-0.247,-0.08,0.254,1.672,1.644,1.605,2.437,2.36,-2.898,-1.929,0.187,1.028,-0.274,-0.466,0.634,2013
Estonia,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,General government primary net lending/borrowing,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: The forecast, which is cash-, not accrual-, based, incorporates the authorities? 2014 budget, adjusted for newly available information and for the staff?s macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.003,-0.028,0.141,0.04,-0.178,-0.018,-0.013,0.013,0.117,0.134,0.162,0.299,0.331,-0.55,-0.305,0.001,0.145,-0.063,-0.098,0.113,2013
Estonia,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.099,-0.778,3.137,0.787,-3.302,-0.29,-0.189,0.168,1.347,1.382,1.435,2.211,2.038,-3.332,-2.159,0.01,0.867,-0.349,-0.517,0.568,2013
Estonia,General government net debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: The forecast, which is cash-, not accrual-, based, incorporates the authorities? 2014 budget, adjusted for newly available information and for the staff?s macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.006,-0.005,-0.003,-0.005,-0.006,-0.156,-0.334,-0.549,-0.748,-0.976,-1.313,-1.545,-1.119,-1.163,-1.013,-0.854,-0.272,-0.049,-0.042,2013
Estonia,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.176,-0.101,-0.064,-0.094,-0.097,-2.236,-4.295,-6.302,-7.7,-8.662,-9.708,-9.51,-6.773,-8.22,-6.884,-5.125,-1.509,-0.255,-0.208,2013
Estonia,General government gross debt,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: The forecast, which is cash-, not accrual-, based, incorporates the authorities? 2014 budget, adjusted for newly available information and for the staff?s macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.248,0.269,0.276,0.275,0.321,0.316,0.333,0.446,0.49,0.491,0.512,0.595,0.595,0.74,0.995,0.963,0.984,1.712,1.888,2.073,2013
Estonia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.915,7.359,6.138,5.453,5.964,5.114,4.779,5.731,5.623,5.057,4.543,4.397,3.659,4.48,7.03,6.543,5.905,9.506,9.926,10.382,2013
Estonia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: The forecast, which is cash-, not accrual-, based, incorporates the authorities? 2014 budget, adjusted for newly available information and for the staff?s macroeconomic scenario. Start/end months of reporting year: January/December GFS Manual used: Hybrid of 1986 and 2001 manuals used Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value. This is the format of data provided by the authorities. Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.461,2.007,2.779,3.649,4.495,5.049,5.379,6.171,6.976,7.774,8.709,9.708,11.262,13.522,16.246,16.517,14.146,14.718,16.668,18.006,19.015,19.963,2013
Estonia,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2013 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.021,-0.165,-0.158,-0.399,-0.563,-0.48,-0.246,-0.308,-0.444,-0.815,-1.27,-1.448,-1.224,-2.541,-3.336,-2.107,0.501,0.351,0.309,-0.563,-0.281,0.019,2013
Estonia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.213,-6.781,-4.159,-8.416,-11.094,-8.545,-4.281,-5.391,-7.092,-11.093,-12.893,-11.991,-8.728,-14.959,-14.981,-8.677,2.541,1.798,1.334,-2.432,-1.112,0.072,2013
Finland,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Downloaded through Haver Analytics and DataInsight Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015",95.053,96.26,99.172,102.096,105.203,108.654,111.509,115.475,121.366,127.938,126.184,118.719,114.772,113.929,118.418,123.399,127.913,135.911,143.288,149.656,158.089,162.17,164.895,168.183,174.786,179.646,186.93,196.623,198.04,181.664,187.1,191.91,189.173,187.052,186.295,2014
Finland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.116,1.27,3.025,2.948,3.043,3.28,2.628,3.557,5.102,5.415,-1.371,-5.916,-3.325,-0.734,3.94,4.206,3.658,6.253,5.428,4.444,5.635,2.581,1.68,1.994,3.926,2.781,4.055,5.185,0.721,-8.269,2.992,2.571,-1.426,-1.121,-0.405,2014
Finland,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Downloaded through Haver Analytics and DataInsight Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015",33.257,37.59,42.3,47.107,52.681,57.311,61.66,66.571,75.403,84.291,89.316,85.217,83.003,83.914,88.404,96.064,99.131,107.38,120.382,126.923,136.261,144.437,148.289,151.569,158.477,164.387,172.614,186.584,193.711,181.029,187.1,196.869,199.793,202.743,205.178,2014
Finland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.261,42.011,41.505,41.985,41.565,43.682,60.653,76.845,89.268,92.922,113.699,105.712,107.654,98.381,105.066,125.679,125.845,121.801,134.883,135.403,125.908,129.361,140.047,171.398,197.035,204.786,216.742,255.739,285.087,252.137,248.262,273.925,256.849,269.274,272.649,2014
Finland,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",34.988,39.05,42.653,46.14,50.076,52.746,55.296,57.65,62.129,65.884,70.782,71.78,72.32,73.655,74.654,77.848,77.499,79.008,84.014,84.81,86.193,89.065,89.929,90.121,90.669,91.506,92.342,94.894,97.814,99.65,100,102.584,105.614,108.389,110.136,2014
Finland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","19,921.86","20,105.36","20,608.67","21,086.74","21,602.89","22,202.61","22,707.52","23,443.64","24,574.97","25,823.32","25,366.76","23,751.03","22,822.02","22,537.96","23,320.22","24,201.80","24,998.51","26,481.40","27,837.24","29,005.09","30,570.44","31,300.21","31,741.70","32,303.78","33,485.63","34,305.78","35,567.91","37,260.69","37,362.63","34,106.89","34,962.64","35,702.35","35,023.82","34,469.00","34,174.61",2014
Finland,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,970.23","7,851.24","8,790.25","9,729.40","10,817.77","11,711.07","12,556.35","13,515.19","15,268.09","17,013.50","17,955.19","17,048.59","16,504.87","16,600.26","17,409.52","18,840.68","19,373.53","20,922.31","23,387.18","24,599.17","26,349.46","27,877.59","28,545.11","29,112.64","30,361.14","31,391.87","32,843.95","35,358.27","36,545.91","33,987.67","34,962.64","36,624.91","36,990.03","37,360.45","37,638.57",2014
Finland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,695.68","8,774.71","8,625.12","8,671.45","8,535.22","8,926.01","12,351.31","15,601.01","18,075.49","18,755.64","22,856.82","21,148.93","21,406.62","19,462.21","20,690.73","24,648.92","24,594.38","23,732.09","26,204.41","26,242.77","24,347.47","24,967.82","26,958.55","32,921.38","37,748.13","39,106.58","41,240.45","48,463.31","53,785.14","47,337.94","46,391.71","50,960.18","47,553.40","49,620.50","50,015.70",2014
Finland,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",1.116,-1.007,-1.527,-1.565,-1.449,-1.146,-0.822,0.781,3.755,5.742,2.341,-3.309,-6.609,-7.883,-5.442,-4.013,-3.256,-0.046,1.777,1.042,2.553,1.601,0.403,0.058,1.671,1.793,3.3,6.09,4.66,-4.322,-2.007,-0.139,-1.866,-2.696,-3.313,2014
Finland,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.176,51.129,55.944,59.867,63.878,68.085,71.282,75.702,82.349,90.184,92.237,89.669,88.664,90.106,95.65,101.752,107.399,116.069,123.696,131.171,141.715,148.686,153.506,159.689,170.522,180.902,194.021,209.512,215.161,198.869,207.322,217.041,217.887,218.956,221.653,2014
Finland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,677.94","10,679.06","11,625.56","12,364.81","13,117.03","13,912.58","14,515.84","15,368.89","16,674.52","18,202.89","18,542.43","17,939.24","17,630.53","17,825.28","18,836.53","19,956.31","20,989.47","22,615.24","24,031.09","25,422.47","27,404.12","28,697.77","29,549.33","30,672.22","32,668.69","34,545.62","36,917.13","39,703.22","40,592.80","37,336.99","38,741.41","40,377.73","40,340.01","40,348.15","40,660.71",2014
Finland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.355,0.353,0.361,0.362,0.357,0.354,0.352,0.352,0.354,0.36,0.343,0.316,0.275,0.267,0.269,0.271,0.27,0.276,0.284,0.286,0.288,0.289,0.285,0.28,0.276,0.27,0.267,0.266,0.26,0.239,0.234,0.231,0.221,0.211,0.204,2011
Finland,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.72,0.735,0.756,0.787,0.825,0.842,0.865,0.879,0.916,0.935,0.968,0.95,0.936,0.931,0.924,0.944,0.923,0.925,0.973,0.968,0.962,0.971,0.966,0.949,0.929,0.909,0.89,0.891,0.9,0.91,0.902,0.907,0.917,0.926,0.926,2014
Finland,Total investment,Percent of GDP,,"Source: National Statistics Office. Downloaded through Haver Analytics and DataInsight Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015",30.15,27.334,27.449,27.013,25.913,25.423,24.35,25.063,27.434,30.439,28.475,22.136,18.773,16.317,17.503,18.127,17.717,19.118,19.677,22.351,23.845,23.16,22.035,22.207,22.867,24.6,23.984,25.465,25.067,21.191,21.6,23.474,22.432,21.309,20.973,2014
Finland,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Downloaded through Haver Analytics and DataInsight Latest actual data: 2014 National accounts manual used: ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2015",27.372,26.244,24.879,24.446,25.311,24.348,24.089,23.68,25.934,25.397,23.671,16.336,13.661,14.766,18.066,21.663,20.682,23.757,24.016,27.009,30.706,31.243,30.193,27.102,28.918,27.974,28.169,29.318,27.282,23.069,22.823,21.673,20.483,19.284,18.688,2014
Finland,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015",40.831,45.731,49.984,54.183,57.976,61.35,63.129,65.706,69.08,73.62,77.27,80.487,82.793,84.614,85.525,86.38,87.303,88.367,89.559,90.733,93.408,95.897,97.824,99.098,99.237,100.002,101.277,102.881,106.908,108.656,110.488,114.16,117.77,120.38,121.835,2014
Finland,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",11.602,12,9.3,8.4,7,5.82,2.9,4.082,5.135,6.572,4.957,4.163,2.866,2.199,1.076,1,1.069,1.218,1.349,1.31,2.948,2.665,2.01,1.303,0.14,0.771,1.275,1.584,3.914,1.635,1.686,3.324,3.162,2.216,1.209,2014
Finland,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015",42.929,47.178,51.366,55.742,59.16,62.077,64.174,66.498,70.419,75.449,77.008,80.501,82.596,85.041,86.35,86.001,87.49,88.88,89.58,91.59,94.21,96.39,98.05,99.27,99.36,100.41,101.65,103.61,107.12,109.05,112.07,114.99,118.96,121.26,121.93,2014
Finland,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",13.761,9.897,8.878,8.518,6.132,4.931,3.377,3.622,5.896,7.143,2.067,4.535,2.603,2.96,1.54,-0.404,1.731,1.589,0.788,2.244,2.861,2.314,1.722,1.244,0.091,1.057,1.235,1.928,3.388,1.802,2.769,2.606,3.452,1.933,0.553,2014
Finland,Volume of imports of goods and services,Percent change,,"Source: National Statistical Office. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit;Re-exports;Re-imports; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",8.552,-4.588,2.21,4.113,0.918,6.362,3.492,8.79,10.63,9.012,-0.341,-13.319,0.7,1.357,12.813,8.188,7.236,11.882,8.471,4.288,14.862,1.381,4.292,4.108,8.125,11.184,6.69,7.399,7.927,-16.854,6.5,6.034,1.632,0.037,0.032,2014
Finland,Volume of Imports of goods,Percent change,,"Source: National Statistical Office. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2014 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit;Re-exports;Re-imports; Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",n/a,7.817,-0.319,3.238,7.006,1.586,3.202,1.594,3.452,1.242,1.7,-16.908,0.579,-1.091,17.798,6.837,10.406,14.22,11.838,3.713,14.151,2.665,5.287,5.127,8.365,8.718,8.294,7.366,3.727,-20.607,9.575,8.342,-1.982,0.949,1.437,2014
